timestamp;[Con­denser (BT12)][°C][40017];
2025-10-31T23:03:01+00:00;28.9;
2025-10-31T23:04:40+00:00;28.4;
2025-10-31T23:12:32+00:00;27.4;
2025-10-31T23:22:21+00:00;26.4;
2025-10-31T23:34:53+00:00;25.4;
2025-10-31T23:50:15+00:00;24.4;
2025-11-01T00:16:47+00:00;23.4;
2025-11-01T01:06:51+00:00;22.4;
2025-11-01T01:22:33+00:00;25.1;
2025-11-01T01:28:04+00:00;26.6;
2025-11-01T01:31:15+00:00;27.6;
2025-11-01T01:34:48+00:00;28.6;
2025-11-01T01:36:43+00:00;29.1;
2025-11-01T01:40:50+00:00;30.1;
2025-11-01T01:47:39+00:00;31.6;
2025-11-01T01:54:12+00:00;32.6;
2025-11-01T02:05:53+00:00;33.1;
2025-11-01T02:38:52+00:00;32.1;
2025-11-01T02:53:43+00:00;31.1;
2025-11-01T03:25:52+00:00;30.1;
2025-11-01T03:56:21+00:00;30.1;
2025-11-01T04:04:30+00:00;30.1;
2025-11-01T04:04:31+00:00;52.3;
2025-11-01T04:07:05+00:00;53.8;
2025-11-01T04:11:37+00:00;54.8;
2025-11-01T04:16:14+00:00;56.3;
2025-11-01T04:20:01+00:00;28.4;
2025-11-01T04:28:01+00:00;29.4;
2025-11-01T04:40:03+00:00;30.4;
2025-11-01T05:06:38+00:00;31.4;
2025-11-01T05:15:56+00:00;32.4;
2025-11-01T05:23:21+00:00;32.9;
2025-11-01T06:13:04+00:00;31.4;
2025-11-01T06:27:49+00:00;30.4;
2025-11-01T07:19:01+00:00;29.4;
2025-11-01T07:36:20+00:00;29.4;
2025-11-01T07:36:21+00:00;45.3;
2025-11-01T07:42:19+00:00;45.3;
2025-11-01T07:42:20+00:00;53.8;
2025-11-01T07:43:40+00:00;54.3;
2025-11-01T07:51:59+00:00;56.3;
2025-11-01T07:55:03+00:00;26.0;
2025-11-01T08:23:29+00:00;24.5;
2025-11-01T08:49:21+00:00;23.5;
2025-11-01T09:13:09+00:00;23.0;
2025-11-01T09:31:40+00:00;23.0;
2025-11-01T09:31:41+00:00;51.7;
2025-11-01T09:35:03+00:00;54.2;
2025-11-01T09:46:10+00:00;55.2;
2025-11-01T09:52:23+00:00;26.0;
2025-11-01T09:52:50+00:00;26.5;
2025-11-01T10:26:05+00:00;28.0;
2025-11-01T11:18:46+00:00;29.0;
2025-11-01T11:37:27+00:00;28.0;
2025-11-01T11:43:09+00:00;26.5;
2025-11-01T11:53:06+00:00;25.5;
2025-11-01T12:07:30+00:00;24.5;
2025-11-01T12:26:14+00:00;23.5;
2025-11-01T13:12:46+00:00;22.5;
2025-11-01T14:03:29+00:00;22.5;
2025-11-01T14:03:30+00:00;45.2;
2025-11-01T14:08:58+00:00;45.2;
2025-11-01T14:08:59+00:00;53.7;
2025-11-01T14:20:09+00:00;55.2;
2025-11-01T14:23:06+00:00;56.2;
2025-11-01T14:25:50+00:00;23.0;
2025-11-01T14:36:31+00:00;23.0;
2025-11-01T15:52:22+00:00;22.0;
2025-11-01T16:58:46+00:00;21.5;
2025-11-01T17:48:02+00:00;21.5;
2025-11-01T17:48:03+00:00;53.6;
2025-11-01T17:54:07+00:00;55.1;
2025-11-01T17:59:47+00:00;24.1;
2025-11-01T18:01:55+00:00;25.1;
2025-11-01T18:22:23+00:00;26.6;
2025-11-01T18:30:32+00:00;26.6;
2025-11-01T18:30:33+00:00;46.8;
2025-11-01T18:35:22+00:00;46.8;
2025-11-01T18:35:23+00:00;53.8;
2025-11-01T18:43:32+00:00;54.8;
2025-11-01T18:50:55+00:00;26.4;
2025-11-01T18:54:07+00:00;26.9;
2025-11-01T19:07:15+00:00;27.4;
2025-11-01T19:19:29+00:00;25.4;
2025-11-01T19:34:49+00:00;23.9;
2025-11-01T19:55:39+00:00;22.9;
2025-11-01T20:14:31+00:00;22.4;
2025-11-01T20:34:29+00:00;24.5;
2025-11-01T20:44:22+00:00;25.5;
2025-11-01T20:52:41+00:00;26.5;
2025-11-01T21:03:28+00:00;27.5;
2025-11-01T21:19:38+00:00;28.5;
2025-11-02T02:07:39+00:00;28.5;
2025-11-02T02:07:40+00:00;57.3;
2025-11-02T02:08:33+00:00;57.8;
2025-11-02T02:22:52+00:00;54.3;
2025-11-02T02:30:18+00:00;55.3;
2025-11-02T02:33:29+00:00;55.8;
2025-11-02T02:38:15+00:00;56.8;
2025-11-02T02:44:02+00:00;58.3;
2025-11-02T02:46:58+00:00;59.3;
2025-11-02T02:48:43+00:00;59.8;
2025-11-02T02:53:24+00:00;61.3;
2025-11-02T02:54:59+00:00;61.8;
2025-11-02T02:59:03+00:00;62.8;
2025-11-02T03:01:29+00:00;24.2;
2025-11-02T03:17:44+00:00;23.7;
2025-11-02T03:32:28+00:00;25.7;
2025-11-02T03:35:12+00:00;26.2;
2025-11-02T03:42:35+00:00;27.2;
2025-11-02T03:57:46+00:00;28.7;
2025-11-02T04:14:19+00:00;29.7;
2025-11-02T06:15:14+00:00;27.7;
2025-11-02T06:15:56+00:00;27.2;
2025-11-02T06:24:17+00:00;26.2;
2025-11-02T06:35:13+00:00;25.2;
2025-11-02T06:50:22+00:00;24.2;
2025-11-02T07:19:21+00:00;23.2;
2025-11-02T08:42:06+00:00;22.2;
2025-11-02T09:15:32+00:00;23.7;
2025-11-02T09:23:30+00:00;24.7;
2025-11-02T09:33:52+00:00;25.7;
2025-11-02T09:39:04+00:00;26.2;
2025-11-02T10:08:00+00:00;27.7;
2025-11-02T10:22:05+00:00;27.7;
2025-11-02T10:22:06+00:00;47.3;
2025-11-02T10:33:52+00:00;23.1;
2025-11-02T10:47:04+00:00;23.1;
2025-11-02T10:47:05+00:00;47.2;
2025-11-02T10:48:05+00:00;47.7;
2025-11-02T10:54:07+00:00;47.7;
2025-11-02T10:54:42+00:00;47.2;
2025-11-02T10:59:46+00:00;47.7;
2025-11-02T11:00:54+00:00;47.2;
2025-11-02T11:21:51+00:00;47.2;
2025-11-02T11:24:17+00:00;46.2;
2025-11-02T11:28:22+00:00;47.7;
2025-11-02T11:38:30+00:00;47.2;
2025-11-02T11:44:22+00:00;48.2;
2025-11-02T11:49:48+00:00;49.7;
2025-11-02T11:51:50+00:00;23.1;
2025-11-02T11:54:24+00:00;23.6;
2025-11-02T13:14:53+00:00;22.1;
2025-11-02T14:00:32+00:00;22.1;
2025-11-02T14:00:33+00:00;31.3;
2025-11-02T14:07:41+00:00;31.3;
2025-11-02T14:07:42+00:00;53.1;
2025-11-02T14:23:12+00:00;54.6;
2025-11-02T14:27:41+00:00;55.6;
2025-11-02T14:33:08+00:00;22.8;
2025-11-02T16:07:04+00:00;21.8;
2025-11-02T17:16:50+00:00;21.8;
2025-11-02T17:16:51+00:00;44.6;
2025-11-02T17:21:41+00:00;44.6;
2025-11-02T17:21:42+00:00;52.1;
2025-11-02T17:24:37+00:00;54.1;
2025-11-02T17:27:24+00:00;54.6;
2025-11-02T17:32:52+00:00;52.6;
2025-11-02T17:41:03+00:00;54.1;
2025-11-02T17:44:41+00:00;22.3;
2025-11-02T18:01:24+00:00;22.3;
2025-11-02T18:01:25+00:00;50.5;
2025-11-02T18:06:20+00:00;53.5;
2025-11-02T18:22:58+00:00;54.5;
2025-11-02T18:24:02+00:00;54.0;
2025-11-02T18:30:46+00:00;55.5;
2025-11-02T18:35:15+00:00;22.7;
2025-11-02T18:46:09+00:00;22.7;
2025-11-02T21:12:51+00:00;21.2;
2025-11-02T22:14:33+00:00;23.2;
2025-11-02T22:24:26+00:00;24.2;
2025-11-02T22:32:01+00:00;25.2;
2025-11-02T22:41:57+00:00;26.2;
2025-11-02T22:48:31+00:00;26.7;
2025-11-02T23:02:14+00:00;28.2;
2025-11-02T23:19:33+00:00;29.2;
2025-11-03T00:00:02+00:00;28.2;
2025-11-03T01:45:05+00:00;28.7;
2025-11-03T02:23:33+00:00;30.2;
2025-11-03T02:35:00+00:00;30.7;
2025-11-03T02:52:50+00:00;31.7;
2025-11-03T03:24:18+00:00;31.2;
2025-11-03T03:58:36+00:00;29.7;
2025-11-03T04:00:45+00:00;29.7;
2025-11-03T04:00:46+00:00;41.3;
2025-11-03T04:05:53+00:00;41.3;
2025-11-03T04:05:54+00:00;53.1;
2025-11-03T04:08:33+00:00;54.1;
2025-11-03T04:14:45+00:00;55.6;
2025-11-03T04:16:13+00:00;56.1;
2025-11-03T04:21:59+00:00;28.3;
2025-11-03T04:30:22+00:00;28.8;
2025-11-03T05:33:01+00:00;26.8;
2025-11-03T05:41:09+00:00;25.8;
2025-11-03T05:59:43+00:00;24.3;
2025-11-03T06:24:15+00:00;23.3;
2025-11-03T07:22:03+00:00;22.3;
2025-11-03T09:58:17+00:00;21.3;
2025-11-03T10:37:34+00:00;22.8;
2025-11-03T10:44:19+00:00;23.8;
2025-11-03T10:52:18+00:00;24.8;
2025-11-03T11:03:07+00:00;25.8;
2025-11-03T11:17:52+00:00;26.8;
2025-11-03T11:41:31+00:00;27.8;
2025-11-03T12:01:37+00:00;28.3;
2025-11-03T12:18:34+00:00;28.3;
2025-11-03T12:18:35+00:00;47.2;
2025-11-03T12:25:48+00:00;48.7;
2025-11-03T12:27:19+00:00;49.2;
2025-11-03T12:30:31+00:00;25.9;
2025-11-03T12:30:51+00:00;25.4;
2025-11-03T12:51:25+00:00;23.9;
2025-11-03T13:19:07+00:00;22.9;
2025-11-03T13:44:07+00:00;22.4;
2025-11-03T14:05:25+00:00;22.4;
2025-11-03T14:05:26+00:00;52.0;
2025-11-03T14:09:55+00:00;54.0;
2025-11-03T14:16:24+00:00;55.0;
2025-11-03T14:19:57+00:00;56.0;
2025-11-03T14:23:25+00:00;54.4;
2025-11-03T14:24:56+00:00;22.9;
2025-11-03T14:59:39+00:00;22.4;
2025-11-03T15:37:47+00:00;21.9;
2025-11-03T16:41:25+00:00;21.9;
2025-11-03T16:41:26+00:00;53.7;
2025-11-03T16:47:33+00:00;50.2;
2025-11-03T16:51:34+00:00;53.2;
2025-11-03T16:54:15+00:00;54.2;
2025-11-03T16:59:45+00:00;53.2;
2025-11-03T17:05:38+00:00;54.7;
2025-11-03T17:09:38+00:00;24.5;
2025-11-03T17:17:25+00:00;23.0;
2025-11-03T18:22:46+00:00;22.0;
2025-11-03T18:36:19+00:00;24.0;
2025-11-03T18:47:41+00:00;24.0;
2025-11-03T18:47:42+00:00;52.5;
2025-11-03T18:49:06+00:00;53.5;
2025-11-03T18:57:39+00:00;54.5;
2025-11-03T19:05:23+00:00;55.5;
2025-11-03T19:10:52+00:00;26.4;
2025-11-03T19:18:56+00:00;26.9;
2025-11-03T19:28:56+00:00;28.4;
2025-11-03T19:40:40+00:00;28.4;
2025-11-03T19:50:01+00:00;29.4;
2025-11-03T20:19:11+00:00;30.4;
2025-11-03T20:21:40+00:00;29.4;
2025-11-03T20:23:39+00:00;29.9;
2025-11-03T21:17:10+00:00;29.9;
2025-11-03T21:34:13+00:00;30.9;
2025-11-03T21:47:05+00:00;28.9;
2025-11-03T21:48:49+00:00;27.4;
2025-11-03T21:52:53+00:00;27.4;
2025-11-03T22:04:27+00:00;25.9;
2025-11-03T22:17:26+00:00;24.9;
2025-11-03T22:22:29+00:00;24.4;
2025-11-03T22:32:33+00:00;26.0;
2025-11-03T22:36:08+00:00;27.0;
2025-11-03T22:46:42+00:00;27.5;
2025-11-03T22:49:17+00:00;28.5;
2025-11-03T22:54:23+00:00;29.5;
2025-11-03T23:01:10+00:00;30.5;
2025-11-03T23:10:43+00:00;31.5;
2025-11-03T23:22:16+00:00;30.5;
2025-11-04T00:02:04+00:00;29.0;
2025-11-04T00:10:53+00:00;31.0;
2025-11-04T00:44:24+00:00;29.5;
2025-11-04T00:57:58+00:00;31.0;
2025-11-04T01:20:05+00:00;31.5;
2025-11-04T01:25:50+00:00;27.4;
2025-11-04T01:30:35+00:00;26.4;
2025-11-04T01:49:23+00:00;24.9;
2025-11-04T01:54:43+00:00;24.4;
2025-11-04T02:01:38+00:00;23.9;
2025-11-04T02:12:34+00:00;26.5;
2025-11-04T02:23:52+00:00;27.5;
2025-11-04T02:31:35+00:00;29.0;
2025-11-04T02:40:32+00:00;29.0;
2025-11-04T02:43:02+00:00;29.5;
2025-11-04T02:51:53+00:00;30.5;
2025-11-04T03:05:19+00:00;31.5;
2025-11-04T03:14:19+00:00;32.5;
2025-11-04T03:41:18+00:00;31.5;
2025-11-04T03:51:01+00:00;31.0;
2025-11-04T04:06:06+00:00;31.0;
2025-11-04T04:06:07+00:00;53.3;
2025-11-04T04:09:07+00:00;54.3;
2025-11-04T04:14:59+00:00;55.8;
2025-11-04T04:16:23+00:00;56.3;
2025-11-04T04:19:35+00:00;28.9;
2025-11-04T06:29:32+00:00;27.4;
2025-11-04T06:36:36+00:00;26.4;
2025-11-04T06:40:42+00:00;25.9;
2025-11-04T06:59:44+00:00;24.4;
2025-11-04T07:17:35+00:00;23.4;
2025-11-04T07:56:42+00:00;22.4;
2025-11-04T08:15:56+00:00;24.6;
2025-11-04T08:20:34+00:00;24.6;
2025-11-04T08:28:34+00:00;25.6;
2025-11-04T08:42:31+00:00;26.6;
2025-11-04T09:00:01+00:00;27.6;
2025-11-04T09:41:56+00:00;28.6;
2025-11-04T10:08:06+00:00;28.6;
2025-11-04T10:08:07+00:00;38.4;
2025-11-04T10:13:22+00:00;38.4;
2025-11-04T10:13:23+00:00;46.9;
2025-11-04T10:16:28+00:00;47.9;
2025-11-04T10:25:12+00:00;49.4;
2025-11-04T10:28:12+00:00;25.5;
2025-11-04T10:40:39+00:00;24.5;
2025-11-04T10:57:58+00:00;23.5;
2025-11-04T11:35:11+00:00;22.5;
2025-11-04T12:12:04+00:00;22.0;
2025-11-04T12:34:30+00:00;25.0;
2025-11-04T12:39:36+00:00;25.5;
2025-11-04T12:48:40+00:00;26.5;
2025-11-04T13:09:33+00:00;28.0;
2025-11-04T13:29:53+00:00;28.5;
2025-11-04T13:39:31+00:00;28.5;
2025-11-04T13:39:32+00:00;46.4;
2025-11-04T13:42:30+00:00;47.9;
2025-11-04T13:47:11+00:00;48.9;
2025-11-04T13:49:35+00:00;49.9;
2025-11-04T13:59:52+00:00;25.1;
2025-11-04T14:04:34+00:00;25.1;
2025-11-04T14:04:35+00:00;52.5;
2025-11-04T14:06:52+00:00;53.5;
2025-11-04T14:13:09+00:00;55.0;
2025-11-04T14:14:21+00:00;55.5;
2025-11-04T14:18:28+00:00;56.5;
2025-11-04T14:21:55+00:00;24.6;
2025-11-04T14:23:27+00:00;25.1;
2025-11-04T14:35:45+00:00;24.1;
2025-11-04T15:26:39+00:00;22.6;
2025-11-04T15:58:09+00:00;22.1;
2025-11-04T16:49:41+00:00;22.1;
2025-11-04T16:49:42+00:00;53.8;
2025-11-04T16:56:02+00:00;55.3;
2025-11-04T17:01:34+00:00;23.4;
2025-11-04T17:03:21+00:00;23.4;
2025-11-04T17:11:34+00:00;23.4;
2025-11-04T17:11:35+00:00;43.7;
2025-11-04T17:17:52+00:00;43.7;
2025-11-04T17:17:53+00:00;53.7;
2025-11-04T17:28:04+00:00;51.2;
2025-11-04T17:33:30+00:00;54.2;
2025-11-04T17:38:19+00:00;55.2;
2025-11-04T17:41:50+00:00;56.2;
2025-11-04T17:48:39+00:00;23.8;
2025-11-04T18:13:34+00:00;22.8;
2025-11-04T18:37:03+00:00;22.8;
2025-11-04T18:37:04+00:00;39.1;
2025-11-04T18:44:58+00:00;39.1;
2025-11-04T18:44:59+00:00;53.1;
2025-11-04T18:46:27+00:00;52.6;
2025-11-04T18:49:55+00:00;53.6;
2025-11-04T18:56:14+00:00;54.1;
2025-11-04T18:58:36+00:00;53.6;
2025-11-04T19:21:12+00:00;54.6;
2025-11-04T19:24:24+00:00;55.6;
2025-11-04T19:27:34+00:00;51.6;
2025-11-04T19:32:32+00:00;23.9;
2025-11-04T20:16:50+00:00;22.4;
2025-11-04T21:10:17+00:00;21.9;
2025-11-04T22:37:14+00:00;21.9;
2025-11-04T22:37:15+00:00;54.2;
2025-11-04T22:42:27+00:00;55.7;
2025-11-04T22:48:05+00:00;22.0;
2025-11-04T22:51:38+00:00;23.0;
2025-11-04T23:55:12+00:00;22.0;
2025-11-05T00:12:15+00:00;24.8;
2025-11-05T00:14:42+00:00;25.3;
2025-11-05T00:21:19+00:00;26.3;
2025-11-05T00:30:11+00:00;27.8;
2025-11-05T00:37:09+00:00;28.8;
2025-11-05T00:43:49+00:00;27.8;
2025-11-05T00:46:25+00:00;28.8;
2025-11-05T00:57:41+00:00;29.8;
2025-11-05T01:04:08+00:00;27.8;
2025-11-05T01:15:11+00:00;30.3;
2025-11-05T01:42:28+00:00;30.3;
2025-11-05T01:48:46+00:00;29.3;
2025-11-05T02:03:49+00:00;30.8;
2025-11-05T02:13:41+00:00;29.3;
2025-11-05T02:16:11+00:00;30.3;
2025-11-05T02:30:57+00:00;28.8;
2025-11-05T02:36:51+00:00;30.3;
2025-11-05T02:43:51+00:00;28.8;
2025-11-05T02:53:16+00:00;27.3;
2025-11-05T02:57:23+00:00;26.3;
2025-11-05T03:14:39+00:00;24.8;
2025-11-05T03:20:58+00:00;24.3;
2025-11-05T03:59:33+00:00;22.8;
2025-11-05T04:15:13+00:00;24.9;
2025-11-05T04:19:35+00:00;24.9;
2025-11-05T04:21:29+00:00;25.4;
2025-11-05T04:34:07+00:00;26.9;
2025-11-05T04:40:46+00:00;26.9;
2025-11-05T04:48:22+00:00;27.9;
2025-11-05T04:57:56+00:00;28.9;
2025-11-05T05:02:21+00:00;27.9;
2025-11-05T05:17:42+00:00;29.4;
2025-11-05T05:24:44+00:00;28.9;
2025-11-05T05:39:58+00:00;29.9;
2025-11-05T05:47:58+00:00;29.4;
2025-11-05T05:57:42+00:00;27.9;
2025-11-05T05:59:42+00:00;27.4;
2025-11-05T06:08:45+00:00;25.9;
2025-11-05T06:22:08+00:00;24.9;
2025-11-05T06:38:08+00:00;23.9;
2025-11-05T07:10:13+00:00;22.9;
2025-11-05T07:40:39+00:00;22.4;
2025-11-05T10:44:14+00:00;21.4;
2025-11-05T14:04:51+00:00;21.4;
2025-11-05T14:04:52+00:00;36.7;
2025-11-05T14:09:08+00:00;36.7;
2025-11-05T14:09:09+00:00;52.7;
2025-11-05T14:19:10+00:00;54.2;
2025-11-05T14:20:33+00:00;53.7;
2025-11-05T14:36:55+00:00;53.2;
2025-11-05T14:41:25+00:00;54.2;
2025-11-05T14:50:49+00:00;55.2;
2025-11-05T14:54:10+00:00;56.2;
2025-11-05T14:58:25+00:00;22.1;
2025-11-05T16:14:28+00:00;21.6;
2025-11-05T17:03:14+00:00;21.6;
2025-11-05T17:03:15+00:00;42.7;
2025-11-05T17:08:25+00:00;42.7;
2025-11-05T17:08:26+00:00;52.7;
2025-11-05T17:12:40+00:00;54.2;
2025-11-05T17:21:53+00:00;50.7;
2025-11-05T17:26:42+00:00;53.2;
2025-11-05T17:29:50+00:00;53.7;
2025-11-05T17:38:43+00:00;54.7;
2025-11-05T17:45:22+00:00;22.1;
2025-11-05T18:35:57+00:00;22.1;
2025-11-05T18:41:29+00:00;22.1;
2025-11-05T18:41:30+00:00;44.1;
2025-11-05T18:47:34+00:00;44.1;
2025-11-05T18:47:35+00:00;53.6;
2025-11-05T18:59:02+00:00;55.6;
2025-11-05T19:01:40+00:00;55.3;
2025-11-05T19:03:12+00:00;22.6;
2025-11-05T19:08:17+00:00;23.6;
2025-11-05T19:25:23+00:00;22.6;
2025-11-05T22:20:18+00:00;21.1;
2025-11-05T23:11:57+00:00;23.1;
2025-11-05T23:19:53+00:00;24.1;
2025-11-05T23:29:19+00:00;25.6;
2025-11-05T23:34:42+00:00;26.1;
2025-11-05T23:41:33+00:00;27.6;
2025-11-05T23:42:41+00:00;28.1;
2025-11-05T23:47:18+00:00;27.1;
2025-11-05T23:49:52+00:00;28.6;
2025-11-05T23:55:24+00:00;29.6;
2025-11-05T23:59:23+00:00;30.6;
2025-11-06T00:02:31+00:00;31.6;
2025-11-06T00:08:03+00:00;33.1;
2025-11-06T00:12:50+00:00;32.1;
2025-11-06T00:14:20+00:00;33.1;
2025-11-06T00:15:40+00:00;33.6;
2025-11-06T00:19:58+00:00;34.6;
2025-11-06T00:25:47+00:00;36.1;
2025-11-06T00:30:20+00:00;34.6;
2025-11-06T00:32:45+00:00;35.6;
2025-11-06T00:37:52+00:00;36.6;
2025-11-06T00:44:18+00:00;37.6;
2025-11-06T00:50:23+00:00;39.1;
2025-11-06T00:53:33+00:00;38.1;
2025-11-06T00:56:35+00:00;39.1;
2025-11-06T00:59:30+00:00;35.0;
2025-11-06T01:03:03+00:00;33.5;
2025-11-06T01:09:25+00:00;38.4;
2025-11-06T01:14:15+00:00;36.9;
2025-11-06T01:16:32+00:00;38.4;
2025-11-06T01:19:56+00:00;39.4;
2025-11-06T01:27:33+00:00;40.4;
2025-11-06T01:32:29+00:00;41.4;
2025-11-06T01:35:01+00:00;41.9;
2025-11-06T01:42:03+00:00;34.3;
2025-11-06T01:44:42+00:00;33.3;
2025-11-06T01:50:14+00:00;31.8;
2025-11-06T01:54:57+00:00;30.8;
2025-11-06T02:00:49+00:00;29.3;
2025-11-06T02:02:21+00:00;28.8;
2025-11-06T02:10:13+00:00;27.8;
2025-11-06T02:14:26+00:00;27.3;
2025-11-06T02:30:59+00:00;25.8;
2025-11-06T02:46:04+00:00;24.8;
2025-11-06T03:09:52+00:00;23.8;
2025-11-06T03:11:54+00:00;27.3;
2025-11-06T03:15:52+00:00;28.3;
2025-11-06T03:19:00+00:00;29.3;
2025-11-06T03:22:53+00:00;30.3;
2025-11-06T03:26:05+00:00;31.3;
2025-11-06T03:29:13+00:00;32.3;
2025-11-06T03:32:17+00:00;30.3;
2025-11-06T03:39:15+00:00;31.8;
2025-11-06T03:53:27+00:00;32.8;
2025-11-06T03:56:59+00:00;31.8;
2025-11-06T04:00:19+00:00;33.8;
2025-11-06T04:04:14+00:00;33.8;
2025-11-06T04:04:15+00:00;53.2;
2025-11-06T04:06:23+00:00;54.2;
2025-11-06T04:08:36+00:00;54.7;
2025-11-06T04:12:59+00:00;56.2;
2025-11-06T04:17:13+00:00;28.9;
2025-11-06T04:19:25+00:00;30.9;
2025-11-06T04:30:21+00:00;30.4;
2025-11-06T04:35:18+00:00;28.9;
2025-11-06T04:40:30+00:00;27.4;
2025-11-06T04:50:20+00:00;26.4;
2025-11-06T05:01:41+00:00;25.4;
2025-11-06T05:05:55+00:00;24.9;
2025-11-06T05:46:29+00:00;23.4;
2025-11-06T06:36:30+00:00;22.4;
2025-11-06T11:20:14+00:00;21.4;
2025-11-06T14:03:46+00:00;21.4;
2025-11-06T14:03:47+00:00;27.4;
2025-11-06T14:12:58+00:00;27.4;
2025-11-06T14:12:59+00:00;52.9;
2025-11-06T14:15:54+00:00;53.9;
2025-11-06T14:20:04+00:00;53.4;
2025-11-06T14:21:09+00:00;52.9;
2025-11-06T14:26:17+00:00;53.9;
2025-11-06T14:30:39+00:00;53.4;
2025-11-06T14:36:26+00:00;53.4;
2025-11-06T14:38:21+00:00;53.9;
2025-11-06T14:48:50+00:00;53.9;
2025-11-06T14:58:51+00:00;46.2;
2025-11-06T15:00:20+00:00;22.1;
2025-11-06T15:04:40+00:00;22.1;
2025-11-06T15:09:39+00:00;22.1;
2025-11-06T15:09:40+00:00;51.5;
2025-11-06T15:13:47+00:00;53.5;
2025-11-06T15:25:55+00:00;54.5;
2025-11-06T15:29:32+00:00;55.0;
2025-11-06T15:34:51+00:00;57.0;
2025-11-06T15:36:53+00:00;22.5;
2025-11-06T15:41:39+00:00;23.0;
2025-11-06T16:30:15+00:00;22.0;
2025-11-06T16:39:36+00:00;22.0;
2025-11-06T16:39:37+00:00;43.4;
2025-11-06T16:45:34+00:00;43.4;
2025-11-06T16:45:35+00:00;53.4;
2025-11-06T16:52:35+00:00;54.9;
